中华眼视光学与视觉科学杂志	0.387
中华眼视光学与视觉科学杂志	0.387
眼外伤职业眼病杂志	0.288
中华眼外伤职业眼病杂志	0.288
眼外伤职业眼病杂志附眼科手术	0.288
眼科	0.485
临床眼科杂志	0.41
中华眼科杂志	0.625
中华眼底病杂志	0.403
中国中医眼科杂志	0.342
中国斜视与小儿眼科杂志	0.595
中国实用眼科杂志	0.294
中华实验眼科杂志	0.346
眼科新进展	0.404
国际眼科杂志	0.347
中国眼耳鼻喉科杂志	0.197
眼科研究	0.346
眼视光学杂志	0.387
美中国际眼科杂志	0.347
